FJI110,COG-FJI-56502
FIN7760,COG-FIN-56508
FRA7630,COG-FRA-56514
PYF6060,COG-PYF-56520
GAB8180,COG-GAB-56526
GEO3690,COG-GEO-56532
DEU9960,COG-DEU-56538
GHA4700,COG-GHA-56544
GBR4990,COG-GBR-56550
GRC6440,COG-GRC-56556
GRD1390,COG-GRD-56562
GRE6690,COG-GRE-56568
GUM4640,COG-GUM-56574
GUA3550,COG-GUA-56580
GUI6110,COG-GUI-56586
GUB2990,COG-GUB-56592
GUY5680,COG-GUY-56598
HAI3110,COG-HAI-56604
HON8010,COG-HON-56610
HKG8780,COG-HKG-56616
HUN7360,COG-HUN-56622
ICE5220,COG-ICE-56628
IND4160,COG-IND-56634
INA9240,COG-INA-56640
IRN6240,COG-IRN-56646
IRQ4520,COG-IRQ-56652
IRL5500,COG-IRL-56658
ISM9730,COG-ISM-56664
ISR9300,COG-ISR-56670
ITA6600,COG-ITA-56676
IVC9810,COG-IVC-56682
JAM9590,COG-JAM-56688
JPN6680,COG-JPN-56694
JOR9260,COG-JOR-56700
KZH3400,COG-KZH-56706
KEY3760,COG-KEY-56712
KIR1070,COG-KIR-56718
KOS1790,COG-KOS-56724
KUW4120,COG-KUW-56730
KYG6590,COG-KYG-56736
LAO2100,COG-LAO-56742
LAT2060,COG-LAT-56748
LEB3720,COG-LEB-56754
LES8190,COG-LES-56760
LIB9040,COG-LIB-56766
LBY9400,COG-LBY-56772
LIE2280,COG-LIE-56778
LIT9840,COG-LIT-56784
LXB2240,COG-LXB-56790
MAU3960,COG-MAU-56796
MAC840,COG-MAC-56802
MAD6720,COG-MAD-56808
MAW3850,COG-MAW-56814
MYL6400,COG-MYL-56820
MDL7130,COG-MDL-56826
MAL5240,COG-MAL-56832
MAA5810,COG-MAA-56838
MAI7320,COG-MAI-56844
MAN40,COG-MAN-56850
MAU2730,COG-MAU-56856
MEX2550,COG-MEX-56862
MOD5790,COG-MOD-56868
MOC2050,COG-MOC-56874
MON5040,COG-MON-56880
MOG7540,COG-MOG-56886
MOR9440,COG-MOR-56892
MOZ5060,COG-MOZ-56898
MYN8420,COG-MYN-56904
NMB1890,COG-NMB-56910
NEP9580,COG-NEP-56916
NTR8080,COG-NTR-56922
NCA3030,COG-NCA-56928
NZL6480,COG-NZL-56934
NCG5670,COG-NCG-56940
NGR5290,COG-NGR-56946
NIG7880,COG-NIG-56952
PRK9900,COG-PRK-56958
NCY3630,COG-NCY-56964
NMI8920,COG-NMI-56970
NRW1520,COG-NRW-56976
OMN1880,COG-OMN-56982
PAK4360,COG-PAK-56988
PAU9210,COG-PAU-56994
PAT280,COG-PAT-57000
PAN7480,COG-PAN-57006
PNG7940,COG-PNG-57012
PRG430,COG-PRG-57018
PER4280,COG-PER-57024
PHP6810,COG-PHP-57030
POL1590,COG-POL-57036
PTR1340,COG-PTR-57042
PRO2150,COG-PRO-57048
QTR6290,COG-QTR-57054
ROM2850,COG-ROM-57060
RUS3350,COG-RUS-57066
RWN2380,COG-RWN-57072
SKN2890,COG-SKN-57078
SLU2920,COG-SLU-57084
SAM1440,COG-SAM-57090
SMA6820,COG-SMA-57096
STP5690,COG-STP-57102
SAU2610,COG-SAU-57108
SEN1170,COG-SEN-57114
SER810,COG-SER-57120
SYC4250,COG-SYC-57126
SLE6770,COG-SLE-57132
SGP6260,COG-SGP-57138
SLO6140,COG-SLO-57144
SLO3580,COG-SLO-57150
SOS1000,COG-SOS-57156
SOM9940,COG-SOM-57162
SOI5780,COG-SOI-57168
ZSA2900,COG-ZSA-57174
SGI510,COG-SGI-57180
KOR5930,COG-KOR-57186
SSU3120,COG-SSU-57192
ESP3550,COG-ESP-57198
SRL4120,COG-SRL-57204
SUD9690,COG-SUD-57210
SUR3550,COG-SUR-57216
SWZ4330,COG-SWZ-57222
SWE3380,COG-SWE-57228
SWI2840,COG-SWI-57234
SYR6060,COG-SYR-57240
TWN2370,COG-TWN-57246
TAJ2170,COG-TAJ-57252
TAN7830,COG-TAN-57258
THA8730,COG-THA-57264
BAH4830,COG-BAH-57270
GAM7570,COG-GAM-57276
TOG7290,COG-TOG-57282
TOG6180,COG-TOG-57288
TAT3880,COG-TAT-57294
TUN1570,COG-TUN-57300
TUR3580,COG-TUR-57306
TKM4170,COG-TKM-57312
TCI3630,COG-TCI-57318
TVL1730,COG-TVL-57324
UGN4620,COG-UGN-57330
UKR2920,COG-UKR-57336
UAE1150,COG-UAE-57342
GRB5740,COG-GRB-57348
UVG9510,COG-UVG-57354
URG5370,COG-URG-57360
UZB300,COG-UZB-57366
VNT810,COG-VNT-57372
VAT20,COG-VAT-57378
VEN7960,COG-VEN-57384
VNM5800,COG-VNM-57390
WSA9700,COG-WSA-57396
YMN3790,COG-YMN-57402
ZMB5360,COG-ZMB-57408
ZMV4830,COG-ZMV-57414
GUI8570,COG-GUI-57420
GUI9110,COG-GUB-57426
GUI2360,COG-GUY-57432
GUI1050,COG-HAI-57438
GUI2440,COG-HON-57444
GUI9340,COG-HKG-57450
GUI9550,COG-HUN-57456
GUI7680,COG-ICE-57462
GUI8050,COG-IND-57468
GUI9820,COG-IND-57474
GUI930,COG-IND-57480
AFG7770,COD-AFG-57486
ALD3350,COD-ALD-57492
ALB6490,COD-ALB-57498
DZA270,COD-DZA-57504
ASM7630,COD-ASM-57510
AND4260,COD-AND-57516
AGO2110,COD-AGO-57522
ARG4290,COD-ARG-57528
ARM8620,COD-ARM-57534
ABW1350,COD-ABW-57540
AUS220,COD-AUS-57546
AUT1670,COD-AUT-57552
AZE110,COD-AZE-57558
BHR3730,COD-BHR-57564
BGD7840,COD-BGD-57570
BRB3240,COD-BRB-57576
BLR4130,COD-BLR-57582
BEL9800,COD-BEL-57588
BLZ8620,COD-BLZ-57594
BEN2810,COD-BEN-57600
BMU840,COD-BMU-57606
BTN5050,COD-BTN-57612
BOL3130,COD-BOL-57618
BIH8950,COD-BIH-57624
BWA8140,COD-BWA-57630
BRA3640,COD-BRA-57636
BRN870,COD-BRN-57642
BGR1780,COD-BGR-57648
BFA4030,COD-BFA-57654
BDI3990,COD-BDI-57660
KHM6760,COD-KHM-57666
CMR120,COD-CMR-57672
CAN940,COD-CAN-57678
CPV5700,COD-CPV-57684
CYM4670,COD-CYM-57690
CAF9020,COD-CAF-57696
TCD6520,COD-TCD-57702
CHL2800,COD-CHL-57708
CHN8650,COD-CHN-57714
COL6190,COD-COL-57720
COM310,COD-COM-57726
COG7710,COD-COG-57732
COK8560,COD-COK-57738
CRI5860,COD-CRI-57744
HRV6830,COD-HRV-57750
CUB5280,COD-CUB-57756
CUW8290,COD-CUW-57762
CYP2700,COD-CYP-57768
CZE7150,COD-CZE-57774
DNK7960,COD-DNK-57780
DJI2450,COD-DJI-57786
DMA9210,COD-DMA-57792
DOM4880,COD-DOM-57798
TLS8410,COD-TLS-57804
ECU5000,COD-ECU-57810
EGY1240,COD-EGY-57816
SLV8560,COD-SLV-57822
GNQ2270,COD-GNQ-57828
ERI9360,COD-ERI-57834
EST4370,COD-EST-57840
ETH4070,COD-ETH-57846
FLK8580,COD-FLK-57852
FRO2370,COD-FRO-57858
FSM8180,COD-FSM-57864
FJI110,COD-FJI-57870
FIN7760,COD-FIN-57876
FRA7630,COD-FRA-57882
PYF6060,COD-PYF-57888
GAB8180,COD-GAB-57894
GEO3690,COD-GEO-57900
DEU9960,COD-DEU-57906
GHA4700,COD-GHA-57912
GBR4990,COD-GBR-57918
GRC6440,COD-GRC-57924
GRD1390,COD-GRD-57930
GRE6690,COD-GRE-57936
GUM4640,COD-GUM-57942
GUA3550,COD-GUA-57948
GUI6110,COD-GUI-57954
GUB2990,COD-GUB-57960
GUY5680,COD-GUY-57966
HAI3110,COD-HAI-57972
HON8010,COD-HON-57978
HKG8780,COD-HKG-57984
HUN7360,COD-HUN-57990
ICE5220,COD-ICE-57996
IND4160,COD-IND-58002
INA9240,COD-INA-58008
IRN6240,COD-IRN-58014
IRQ4520,COD-IRQ-58020
IRL5500,COD-IRL-58026
ISM9730,COD-ISM-58032
ISR9300,COD-ISR-58038
ITA6600,COD-ITA-58044
IVC9810,COD-IVC-58050
JAM9590,COD-JAM-58056
JPN6680,COD-JPN-58062
JOR9260,COD-JOR-58068
KZH3400,COD-KZH-58074
KEY3760,COD-KEY-58080
KIR1070,COD-KIR-58086
KOS1790,COD-KOS-58092
KUW4120,COD-KUW-58098
KYG6590,COD-KYG-58104
LAO2100,COD-LAO-58110
LAT2060,COD-LAT-58116
LEB3720,COD-LEB-58122
LES8190,COD-LES-58128
LIB9040,COD-LIB-58134
LBY9400,COD-LBY-58140
LIE2280,COD-LIE-58146
LIT9840,COD-LIT-58152
LXB2240,COD-LXB-58158
MAU3960,COD-MAU-58164
MAC840,COD-MAC-58170
MAD6720,COD-MAD-58176
MAW3850,COD-MAW-58182
MYL6400,COD-MYL-58188
MDL7130,COD-MDL-58194
MAL5240,COD-MAL-58200
MAA5810,COD-MAA-58206
MAI7320,COD-MAI-58212
MAN40,COD-MAN-58218
MAU2730,COD-MAU-58224
MEX2550,COD-MEX-58230
MOD5790,COD-MOD-58236
MOC2050,COD-MOC-58242
MON5040,COD-MON-58248
MOG7540,COD-MOG-58254
MOR9440,COD-MOR-58260
MOZ5060,COD-MOZ-58266
MYN8420,COD-MYN-58272
NMB1890,COD-NMB-58278
NEP9580,COD-NEP-58284
NTR8080,COD-NTR-58290
NCA3030,COD-NCA-58296
NZL6480,COD-NZL-58302
NCG5670,COD-NCG-58308
NGR5290,COD-NGR-58314
NIG7880,COD-NIG-58320
PRK9900,COD-PRK-58326
NCY3630,COD-NCY-58332
NMI8920,COD-NMI-58338
NRW1520,COD-NRW-58344
OMN1880,COD-OMN-58350
PAK4360,COD-PAK-58356
PAU9210,COD-PAU-58362
PAT280,COD-PAT-58368
PAN7480,COD-PAN-58374
PNG7940,COD-PNG-58380
PRG430,COD-PRG-58386
PER4280,COD-PER-58392
PHP6810,COD-PHP-58398
POL1590,COD-POL-58404
PTR1340,COD-PTR-58410
PRO2150,COD-PRO-58416
QTR6290,COD-QTR-58422
ROM2850,COD-ROM-58428
RUS3350,COD-RUS-58434
RWN2380,COD-RWN-58440
SKN2890,COD-SKN-58446
SLU2920,COD-SLU-58452
SAM1440,COD-SAM-58458
SMA6820,COD-SMA-58464
STP5690,COD-STP-58470
SAU2610,COD-SAU-58476
SEN1170,COD-SEN-58482
SER810,COD-SER-58488
SYC4250,COD-SYC-58494
SLE6770,COD-SLE-58500
SGP6260,COD-SGP-58506
SLO6140,COD-SLO-58512
SLO3580,COD-SLO-58518
SOS1000,COD-SOS-58524
SOM9940,COD-SOM-58530
SOI5780,COD-SOI-58536
ZSA2900,COD-ZSA-58542
SGI510,COD-SGI-58548
KOR5930,COD-KOR-58554
SSU3120,COD-SSU-58560
ESP3550,COD-ESP-58566
SRL4120,COD-SRL-58572
SUD9690,COD-SUD-58578
SUR3550,COD-SUR-58584
SWZ4330,COD-SWZ-58590
SWE3380,COD-SWE-58596
SWI2840,COD-SWI-58602
SYR6060,COD-SYR-58608
TWN2370,COD-TWN-58614
TAJ2170,COD-TAJ-58620
TAN7830,COD-TAN-58626
THA8730,COD-THA-58632
BAH4830,COD-BAH-58638
GAM7570,COD-GAM-58644
TOG7290,COD-TOG-58650
TOG6180,COD-TOG-58656
TAT3880,COD-TAT-58662
TUN1570,COD-TUN-58668
TUR3580,COD-TUR-58674
TKM4170,COD-TKM-58680
TCI3630,COD-TCI-58686
TVL1730,COD-TVL-58692
UGN4620,COD-UGN-58698
UKR2920,COD-UKR-58704
UAE1150,COD-UAE-58710
GRB5740,COD-GRB-58716
UVG9510,COD-UVG-58722
URG5370,COD-URG-58728
UZB300,COD-UZB-58734
VNT810,COD-VNT-58740
VAT20,COD-VAT-58746
VEN7960,COD-VEN-58752
VNM5800,COD-VNM-58758
WSA9700,COD-WSA-58764
YMN3790,COD-YMN-58770
ZMB5360,COD-ZMB-58776
ZMV4830,COD-ZMV-58782
GUI8570,COD-GUI-58788
GUI9110,COD-GUB-58794
GUI2360,COD-GUY-58800
GUI1050,COD-HAI-58806
GUI2440,COD-HON-58812
GUI9340,COD-HKG-58818
GUI9550,COD-HUN-58824
GUI7680,COD-ICE-58830
GUI8050,COD-IND-58836
GUI9820,COD-IND-58842
GUI930,COD-IND-58848
AFG7770,COK-AFG-58854
ALD3350,COK-ALD-58860
ALB6490,COK-ALB-58866
DZA270,COK-DZA-58872
ASM7630,COK-ASM-58878
AND4260,COK-AND-58884
AGO2110,COK-AGO-58890
ARG4290,COK-ARG-58896
ARM8620,COK-ARM-58902
ABW1350,COK-ABW-58908
AUS220,COK-AUS-58914
AUT1670,COK-AUT-58920
AZE110,COK-AZE-58926
BHR3730,COK-BHR-58932
BGD7840,COK-BGD-58938
BRB3240,COK-BRB-58944
BLR4130,COK-BLR-58950
BEL9800,COK-BEL-58956
BLZ8620,COK-BLZ-58962
BEN2810,COK-BEN-58968
BMU840,COK-BMU-58974
BTN5050,COK-BTN-58980
BOL3130,COK-BOL-58986
BIH8950,COK-BIH-58992
BWA8140,COK-BWA-58998
BRA3640,COK-BRA-59004
BRN870,COK-BRN-59010
BGR1780,COK-BGR-59016
BFA4030,COK-BFA-59022
BDI3990,COK-BDI-59028
KHM6760,COK-KHM-59034
CMR120,COK-CMR-59040
CAN940,COK-CAN-59046
CPV5700,COK-CPV-59052
CYM4670,COK-CYM-59058
CAF9020,COK-CAF-59064
TCD6520,COK-TCD-59070
CHL2800,COK-CHL-59076
CHN8650,COK-CHN-59082
COL6190,COK-COL-59088
COM310,COK-COM-59094
COG7710,COK-COG-59100
COD7090,COK-COD-59106
CRI5860,COK-CRI-59112
HRV6830,COK-HRV-59118
CUB5280,COK-CUB-59124
CUW8290,COK-CUW-59130
CYP2700,COK-CYP-59136
CZE7150,COK-CZE-59142
DNK7960,COK-DNK-59148
DJI2450,COK-DJI-59154
DMA9210,COK-DMA-59160
DOM4880,COK-DOM-59166
TLS8410,COK-TLS-59172
ECU5000,COK-ECU-59178
EGY1240,COK-EGY-59184
SLV8560,COK-SLV-59190
GNQ2270,COK-GNQ-59196
ERI9360,COK-ERI-59202
EST4370,COK-EST-59208
ETH4070,COK-ETH-59214
FLK8580,COK-FLK-59220
FRO2370,COK-FRO-59226
FSM8180,COK-FSM-59232
FJI110,COK-FJI-59238
FIN7760,COK-FIN-59244
FRA7630,COK-FRA-59250
PYF6060,COK-PYF-59256
GAB8180,COK-GAB-59262
GEO3690,COK-GEO-59268
DEU9960,COK-DEU-59274
GHA4700,COK-GHA-59280
GBR4990,COK-GBR-59286
GRC6440,COK-GRC-59292
GRD1390,COK-GRD-59298
GRE6690,COK-GRE-59304
GUM4640,COK-GUM-59310
GUA3550,COK-GUA-59316
GUI6110,COK-GUI-59322
GUB2990,COK-GUB-59328
GUY5680,COK-GUY-59334
HAI3110,COK-HAI-59340
HON8010,COK-HON-59346
HKG8780,COK-HKG-59352
HUN7360,COK-HUN-59358
ICE5220,COK-ICE-59364
IND4160,COK-IND-59370
INA9240,COK-INA-59376
IRN6240,COK-IRN-59382
IRQ4520,COK-IRQ-59388
IRL5500,COK-IRL-59394
ISM9730,COK-ISM-59400
ISR9300,COK-ISR-59406
ITA6600,COK-ITA-59412
IVC9810,COK-IVC-59418
JAM9590,COK-JAM-59424
JPN6680,COK-JPN-59430
JOR9260,COK-JOR-59436
KZH3400,COK-KZH-59442
KEY3760,COK-KEY-59448
KIR1070,COK-KIR-59454
KOS1790,COK-KOS-59460
KUW4120,COK-KUW-59466
KYG6590,COK-KYG-59472
LAO2100,COK-LAO-59478
LAT2060,COK-LAT-59484
LEB3720,COK-LEB-59490
LES8190,COK-LES-59496
LIB9040,COK-LIB-59502
LBY9400,COK-LBY-59508
LIE2280,COK-LIE-59514
LIT9840,COK-LIT-59520
LXB2240,COK-LXB-59526
MAU3960,COK-MAU-59532
MAC840,COK-MAC-59538
MAD6720,COK-MAD-59544
MAW3850,COK-MAW-59550
MYL6400,COK-MYL-59556
MDL7130,COK-MDL-59562
MAL5240,COK-MAL-59568
MAA5810,COK-MAA-59574
MAI7320,COK-MAI-59580
MAN40,COK-MAN-59586
MAU2730,COK-MAU-59592
MEX2550,COK-MEX-59598
MOD5790,COK-MOD-59604
MOC2050,COK-MOC-59610
MON5040,COK-MON-59616
MOG7540,COK-MOG-59622
MOR9440,COK-MOR-59628
MOZ5060,COK-MOZ-59634
MYN8420,COK-MYN-59640
NMB1890,COK-NMB-59646
NEP9580,COK-NEP-59652
NTR8080,COK-NTR-59658
NCA3030,COK-NCA-59664
NZL6480,COK-NZL-59670
NCG5670,COK-NCG-59676
NGR5290,COK-NGR-59682
NIG7880,COK-NIG-59688
PRK9900,COK-PRK-59694
NCY3630,COK-NCY-59700
NMI8920,COK-NMI-59706
NRW1520,COK-NRW-59712
OMN1880,COK-OMN-59718
PAK4360,COK-PAK-59724
PAU9210,COK-PAU-59730
PAT280,COK-PAT-59736
PAN7480,COK-PAN-59742
PNG7940,COK-PNG-59748
PRG430,COK-PRG-59754
PER4280,COK-PER-59760
PHP6810,COK-PHP-59766
POL1590,COK-POL-59772
PTR1340,COK-PTR-59778
PRO2150,COK-PRO-59784
QTR6290,COK-QTR-59790
ROM2850,COK-ROM-59796
RUS3350,COK-RUS-59802
RWN2380,COK-RWN-59808
SKN2890,COK-SKN-59814
SLU2920,COK-SLU-59820
SAM1440,COK-SAM-59826
SMA6820,COK-SMA-59832
STP5690,COK-STP-59838
SAU2610,COK-SAU-59844
SEN1170,COK-SEN-59850
SER810,COK-SER-59856
SYC4250,COK-SYC-59862
SLE6770,COK-SLE-59868
SGP6260,COK-SGP-59874
SLO6140,COK-SLO-59880
SLO3580,COK-SLO-59886
SOS1000,COK-SOS-59892
SOM9940,COK-SOM-59898
SOI5780,COK-SOI-59904
ZSA2900,COK-ZSA-59910
SGI510,COK-SGI-59916
KOR5930,COK-KOR-59922
SSU3120,COK-SSU-59928
ESP3550,COK-ESP-59934
SRL4120,COK-SRL-59940
SUD9690,COK-SUD-59946
SUR3550,COK-SUR-59952
SWZ4330,COK-SWZ-59958
SWE3380,COK-SWE-59964
SWI2840,COK-SWI-59970
SYR6060,COK-SYR-59976
TWN2370,COK-TWN-59982
TAJ2170,COK-TAJ-59988
TAN7830,COK-TAN-59994
THA8730,COK-THA-60000
BAH4830,COK-BAH-60006
GAM7570,COK-GAM-60012
TOG7290,COK-TOG-60018
TOG6180,COK-TOG-60024
TAT3880,COK-TAT-60030
TUN1570,COK-TUN-60036
TUR3580,COK-TUR-60042
TKM4170,COK-TKM-60048
TCI3630,COK-TCI-60054
TVL1730,COK-TVL-60060
UGN4620,COK-UGN-60066
UKR2920,COK-UKR-60072
UAE1150,COK-UAE-60078
GRB5740,COK-GRB-60084
UVG9510,COK-UVG-60090
URG5370,COK-URG-60096
UZB300,COK-UZB-60102
VNT810,COK-VNT-60108
VAT20,COK-VAT-60114
VEN7960,COK-VEN-60120
VNM5800,COK-VNM-60126
WSA9700,COK-WSA-60132
YMN3790,COK-YMN-60138
ZMB5360,COK-ZMB-60144
ZMV4830,COK-ZMV-60150
GUI8570,COK-GUI-60156
GUI9110,COK-GUB-60162
GUI2360,COK-GUY-60168
GUI1050,COK-HAI-60174
GUI2440,COK-HON-60180
GUI9340,COK-HKG-60186
GUI9550,COK-HUN-60192
GUI7680,COK-ICE-60198
GUI8050,COK-IND-60204
GUI9820,COK-IND-60210
GUI930,COK-IND-60216
AFG7770,CRI-AFG-60222
ALD3350,CRI-ALD-60228
ALB6490,CRI-ALB-60234
DZA270,CRI-DZA-60240
ASM7630,CRI-ASM-60246
AND4260,CRI-AND-60252
AGO2110,CRI-AGO-60258
ARG4290,CRI-ARG-60264
ARM8620,CRI-ARM-60270
ABW1350,CRI-ABW-60276
AUS220,CRI-AUS-60282
AUT1670,CRI-AUT-60288
AZE110,CRI-AZE-60294
BHR3730,CRI-BHR-60300
BGD7840,CRI-BGD-60306
BRB3240,CRI-BRB-60312
BLR4130,CRI-BLR-60318
BEL9800,CRI-BEL-60324
BLZ8620,CRI-BLZ-60330
BEN2810,CRI-BEN-60336
BMU840,CRI-BMU-60342
BTN5050,CRI-BTN-60348
BOL3130,CRI-BOL-60354
BIH8950,CRI-BIH-60360
BWA8140,CRI-BWA-60366
BRA3640,CRI-BRA-60372
BRN870,CRI-BRN-60378
BGR1780,CRI-BGR-60384
BFA4030,CRI-BFA-60390
BDI3990,CRI-BDI-60396
KHM6760,CRI-KHM-60402
CMR120,CRI-CMR-60408
CAN940,CRI-CAN-60414
CPV5700,CRI-CPV-60420
CYM4670,CRI-CYM-60426
CAF9020,CRI-CAF-60432
TCD6520,CRI-TCD-60438
CHL2800,CRI-CHL-60444
CHN8650,CRI-CHN-60450
COL6190,CRI-COL-60456
COM310,CRI-COM-60462
COG7710,CRI-COG-60468
COD7090,CRI-COD-60474
COK8560,CRI-COK-60480
HRV6830,CRI-HRV-60486
CUB5280,CRI-CUB-60492
CUW8290,CRI-CUW-60498
CYP2700,CRI-CYP-60504
CZE7150,CRI-CZE-60510
DNK7960,CRI-DNK-60516
DJI2450,CRI-DJI-60522
DMA9210,CRI-DMA-60528
DOM4880,CRI-DOM-60534
TLS8410,CRI-TLS-60540
ECU5000,CRI-ECU-60546
EGY1240,CRI-EGY-60552
SLV8560,CRI-SLV-60558
GNQ2270,CRI-GNQ-60564
ERI9360,CRI-ERI-60570
EST4370,CRI-EST-60576
ETH4070,CRI-ETH-60582
FLK8580,CRI-FLK-60588
FRO2370,CRI-FRO-60594
FSM8180,CRI-FSM-60600
FJI110,CRI-FJI-60606
FIN7760,CRI-FIN-60612
FRA7630,CRI-FRA-60618
PYF6060,CRI-PYF-60624
GAB8180,CRI-GAB-60630
GEO3690,CRI-GEO-60636
DEU9960,CRI-DEU-60642
GHA4700,CRI-GHA-60648
GBR4990,CRI-GBR-60654
GRC6440,CRI-GRC-60660
GRD1390,CRI-GRD-60666
GRE6690,CRI-GRE-60672
GUM4640,CRI-GUM-60678
GUA3550,CRI-GUA-60684
GUI6110,CRI-GUI-60690
GUB2990,CRI-GUB-60696
GUY5680,CRI-GUY-60702
HAI3110,CRI-HAI-60708
HON8010,CRI-HON-60714
HKG8780,CRI-HKG-60720
HUN7360,CRI-HUN-60726
ICE5220,CRI-ICE-60732
IND4160,CRI-IND-60738
INA9240,CRI-INA-60744
IRN6240,CRI-IRN-60750
IRQ4520,CRI-IRQ-60756
IRL5500,CRI-IRL-60762
ISM9730,CRI-ISM-60768
ISR9300,CRI-ISR-60774
ITA6600,CRI-ITA-60780
IVC9810,CRI-IVC-60786
JAM9590,CRI-JAM-60792
JPN6680,CRI-JPN-60798
JOR9260,CRI-JOR-60804
KZH3400,CRI-KZH-60810
KEY3760,CRI-KEY-60816
KIR1070,CRI-KIR-60822
KOS1790,CRI-KOS-60828
KUW4120,CRI-KUW-60834
KYG6590,CRI-KYG-60840
LAO2100,CRI-LAO-60846
LAT2060,CRI-LAT-60852
LEB3720,CRI-LEB-60858
LES8190,CRI-LES-60864
LIB9040,CRI-LIB-60870
LBY9400,CRI-LBY-60876
LIE2280,CRI-LIE-60882
LIT9840,CRI-LIT-60888
LXB2240,CRI-LXB-60894
MAU3960,CRI-MAU-60900
MAC840,CRI-MAC-60906
MAD6720,CRI-MAD-60912
MAW3850,CRI-MAW-60918
MYL6400,CRI-MYL-60924
MDL7130,CRI-MDL-60930
MAL5240,CRI-MAL-60936
MAA5810,CRI-MAA-60942
MAI7320,CRI-MAI-60948
MAN40,CRI-MAN-60954
MAU2730,CRI-MAU-60960
MEX2550,CRI-MEX-60966
MOD5790,CRI-MOD-60972
MOC2050,CRI-MOC-60978
MON5040,CRI-MON-60984
MOG7540,CRI-MOG-60990
MOR9440,CRI-MOR-60996
MOZ5060,CRI-MOZ-61002
MYN8420,CRI-MYN-61008
NMB1890,CRI-NMB-61014
NEP9580,CRI-NEP-61020
NTR8080,CRI-NTR-61026
NCA3030,CRI-NCA-61032
NZL6480,CRI-NZL-61038
NCG5670,CRI-NCG-61044
NGR5290,CRI-NGR-61050
NIG7880,CRI-NIG-61056
PRK9900,CRI-PRK-61062
NCY3630,CRI-NCY-61068
NMI8920,CRI-NMI-61074
NRW1520,CRI-NRW-61080
OMN1880,CRI-OMN-61086
PAK4360,CRI-PAK-61092
PAU9210,CRI-PAU-61098
PAT280,CRI-PAT-61104
PAN7480,CRI-PAN-61110
PNG7940,CRI-PNG-61116
PRG430,CRI-PRG-61122
PER4280,CRI-PER-61128
PHP6810,CRI-PHP-61134
POL1590,CRI-POL-61140
PTR1340,CRI-PTR-61146
PRO2150,CRI-PRO-61152
QTR6290,CRI-QTR-61158
ROM2850,CRI-ROM-61164
RUS3350,CRI-RUS-61170
RWN2380,CRI-RWN-61176
SKN2890,CRI-SKN-61182
SLU2920,CRI-SLU-61188
SAM1440,CRI-SAM-61194
SMA6820,CRI-SMA-61200
STP5690,CRI-STP-61206
SAU2610,CRI-SAU-61212
SEN1170,CRI-SEN-61218
SER810,CRI-SER-61224
SYC4250,CRI-SYC-61230
SLE6770,CRI-SLE-61236
SGP6260,CRI-SGP-61242
SLO6140,CRI-SLO-61248
SLO3580,CRI-SLO-61254
SOS1000,CRI-SOS-61260
SOM9940,CRI-SOM-61266
SOI5780,CRI-SOI-61272
ZSA2900,CRI-ZSA-61278
SGI510,CRI-SGI-61284
KOR5930,CRI-KOR-61290
SSU3120,CRI-SSU-61296
ESP3550,CRI-ESP-61302
SRL4120,CRI-SRL-61308
SUD9690,CRI-SUD-61314
SUR3550,CRI-SUR-61320
SWZ4330,CRI-SWZ-61326
SWE3380,CRI-SWE-61332
SWI2840,CRI-SWI-61338
SYR6060,CRI-SYR-61344
TWN2370,CRI-TWN-61350
TAJ2170,CRI-TAJ-61356
TAN7830,CRI-TAN-61362
THA8730,CRI-THA-61368
BAH4830,CRI-BAH-61374
GAM7570,CRI-GAM-61380
TOG7290,CRI-TOG-61386
TOG6180,CRI-TOG-61392
TAT3880,CRI-TAT-61398
TUN1570,CRI-TUN-61404
TUR3580,CRI-TUR-61410
TKM4170,CRI-TKM-61416
TCI3630,CRI-TCI-61422
TVL1730,CRI-TVL-61428
UGN4620,CRI-UGN-61434
UKR2920,CRI-UKR-61440
UAE1150,CRI-UAE-61446
GRB5740,CRI-GRB-61452
UVG9510,CRI-UVG-61458
URG5370,CRI-URG-61464
UZB300,CRI-UZB-61470
VNT810,CRI-VNT-61476
VAT20,CRI-VAT-61482
VEN7960,CRI-VEN-61488
VNM5800,CRI-VNM-61494
WSA9700,CRI-WSA-61500
YMN3790,CRI-YMN-61506
ZMB5360,CRI-ZMB-61512
ZMV4830,CRI-ZMV-61518
GUI8570,CRI-GUI-61524
GUI9110,CRI-GUB-61530
GUI2360,CRI-GUY-61536
GUI1050,CRI-HAI-61542
GUI2440,CRI-HON-61548
GUI9340,CRI-HKG-61554
GUI9550,CRI-HUN-61560
GUI7680,CRI-ICE-61566
GUI8050,CRI-IND-61572
GUI9820,CRI-IND-61578
GUI930,CRI-IND-61584
AFG7770,HRV-AFG-61590
ALD3350,HRV-ALD-61596
ALB6490,HRV-ALB-61602
DZA270,HRV-DZA-61608
ASM7630,HRV-ASM-61614
AND4260,HRV-AND-61620
AGO2110,HRV-AGO-61626
ARG4290,HRV-ARG-61632
ARM8620,HRV-ARM-61638
ABW1350,HRV-ABW-61644
AUS220,HRV-AUS-61650
AUT1670,HRV-AUT-61656
AZE110,HRV-AZE-61662
BHR3730,HRV-BHR-61668
BGD7840,HRV-BGD-61674
BRB3240,HRV-BRB-61680
BLR4130,HRV-BLR-61686
BEL9800,HRV-BEL-61692
BLZ8620,HRV-BLZ-61698
BEN2810,HRV-BEN-61704
